attendance_id,employee_id,year,month,working_days,days_present,days_absent,days_wfh,overtime_hours
115797,3752,2024,6,20,20,0,6,1.9
115798,3752,2024,7,23,23,0,0,6.5
115799,3752,2024,8,22,21,1,7,6.8
115800,3752,2024,9,21,19,2,8,5.1
115801,3752,2024,10,23,22,1,5,4.5
115802,3752,2024,11,21,21,0,5,8.6
115803,3752,2024,12,22,20,2,3,0.7
115804,3753,2020,1,23,22,1,4,1.7
115805,3753,2020,2,20,20,0,6,8.0
115806,3753,2020,3,22,20,2,2,4.5
115807,3753,2020,4,22,21,1,2,1.8
115808,3753,2020,5,21,21,0,0,8.0
115809,3753,2020,6,22,20,2,5,8.4
115810,3753,2020,7,23,22,1,9,6.5
115811,3753,2020,8,21,21,0,0,2.7
115812,3753,2020,9,22,20,2,2,2.5
115813,3753,2020,10,22,22,0,1,11.9
115814,3753,2020,11,21,21,0,0,3.9
115815,3753,2020,12,23,22,1,7,5.3
115816,3753,2021,1,21,21,0,0,8.0
115817,3753,2021,2,20,18,2,3,9.9
115818,3753,2021,3,23,21,2,5,6.2
115819,3753,2021,4,22,21,1,2,11.1
115820,3753,2021,5,21,19,2,2,5.9
115821,3753,2021,6,22,21,1,9,10.9
115822,3753,2021,7,22,20,2,1,9.3
115823,3753,2021,8,22,20,2,10,0.8
115824,3753,2021,9,22,21,1,10,4.9
115825,3753,2021,10,21,19,2,5,8.3
115826,3753,2021,11,22,22,0,3,9.4
115827,3753,2021,12,23,21,2,2,9.9
115828,3753,2022,1,21,21,0,7,7.3
115829,3753,2022,2,20,19,1,0,3.8
115830,3753,2022,3,23,21,2,10,0.0
115831,3753,2022,4,21,20,1,6,6.8
115832,3753,2022,5,22,21,1,0,5.3
115833,3753,2022,6,22,22,0,1,7.7
115834,3753,2022,7,21,19,2,8,8.3
115835,3753,2022,8,23,22,1,10,10.5
115836,3753,2022,9,22,21,1,0,11.6
115837,3753,2022,10,21,21,0,1,6.6
115838,3753,2022,11,22,22,0,7,9.3
115839,3753,2022,12,22,21,1,6,11.9
115840,3753,2023,1,22,21,1,9,6.0
115841,3753,2023,2,20,18,2,3,0.5
115842,3753,2023,3,23,21,2,1,5.1
115843,3753,2023,4,20,20,0,1,8.4
115844,3753,2023,5,23,22,1,10,11.6
115845,3753,2023,6,22,21,1,10,11.0
115846,3753,2023,7,21,19,2,5,2.6
115847,3753,2023,8,23,22,1,1,7.0
115848,3753,2023,9,21,19,2,4,8.3
115849,3753,2023,10,22,21,1,7,6.0
115850,3753,2023,11,22,20,2,7,6.3
115851,3753,2023,12,21,19,2,9,6.1
115852,3753,2024,1,23,23,0,10,5.2
115853,3753,2024,2,21,19,2,6,9.0
115854,3753,2024,3,21,19,2,3,7.0
115855,3753,2024,4,22,21,1,1,8.7
115856,3753,2024,5,23,23,0,7,10.0
115857,3753,2024,6,20,20,0,7,10.8
115858,3753,2024,7,23,23,0,9,10.4
115859,3753,2024,8,22,20,2,8,2.1
115860,3753,2024,9,21,19,2,4,3.4
115861,3753,2024,10,23,22,1,5,2.3
115862,3753,2024,11,21,20,1,7,4.4
115863,3753,2024,12,22,21,1,4,0.6
115864,3754,2020,1,23,21,2,6,3.0
115865,3754,2020,2,20,18,2,9,5.6
115866,3754,2020,3,22,22,0,8,7.3
115867,3754,2020,4,22,20,2,5,4.8
115868,3754,2020,5,21,21,0,8,5.2
115869,3754,2020,6,22,20,2,6,9.3
115870,3754,2020,7,23,22,1,3,4.3
115871,3754,2020,8,21,20,1,6,7.3
115872,3754,2020,9,22,22,0,4,10.0
115873,3754,2020,10,22,22,0,6,3.4
115874,3754,2020,11,21,21,0,8,6.4
115875,3754,2020,12,23,22,1,5,4.9
115876,3754,2021,1,21,19,2,4,0.1
115877,3754,2021,2,20,18,2,9,9.6
115878,3754,2021,3,23,21,2,5,5.1
115879,3754,2021,4,22,22,0,1,10.6
115880,3754,2021,5,21,19,2,5,9.3
115881,3754,2021,6,22,21,1,6,4.4
115882,3754,2021,7,22,20,2,1,2.9
115883,3754,2021,8,22,22,0,0,2.0
115884,3754,2021,9,22,21,1,8,6.2
115885,3754,2021,10,21,21,0,4,0.4
115886,3754,2021,11,22,20,2,6,6.3
115887,3754,2021,12,23,23,0,6,10.0
115888,3754,2022,1,21,19,2,10,8.9
115889,3754,2022,2,20,18,2,4,6.8
115890,3754,2022,3,23,23,0,8,11.2
115891,3754,2022,4,21,20,1,10,3.5
115892,3754,2022,5,22,22,0,10,2.3
115893,3754,2022,6,22,20,2,0,6.9
115894,3754,2022,7,21,19,2,10,4.6
115895,3754,2022,8,23,22,1,1,8.3
115896,3754,2022,9,22,21,1,5,0.3
115897,3754,2022,10,21,20,1,1,10.5
115898,3754,2022,11,22,20,2,5,11.1
115899,3754,2022,12,22,20,2,4,1.6
115900,3754,2023,1,22,22,0,1,7.6
115901,3754,2023,2,20,19,1,4,10.4
115902,3754,2023,3,23,22,1,4,10.9
115903,3754,2023,4,20,18,2,0,11.8
115904,3754,2023,5,23,23,0,9,1.0
115905,3754,2023,6,22,20,2,0,1.2
115906,3754,2023,7,21,19,2,8,0.7
115907,3755,2020,5,21,19,2,8,5.9
115908,3755,2020,6,22,21,1,1,8.4
115909,3755,2020,7,23,23,0,3,3.5
115910,3755,2020,8,21,20,1,5,2.9
115911,3755,2020,9,22,22,0,2,10.1
115912,3755,2020,10,22,22,0,4,8.0
115913,3755,2020,11,21,21,0,9,3.1
115914,3755,2020,12,23,21,2,2,10.7
115915,3755,2021,1,21,21,0,0,2.5
115916,3755,2021,2,20,19,1,2,4.8
115917,3755,2021,3,23,22,1,2,0.7
115918,3755,2021,4,22,20,2,2,0.8
115919,3755,2021,5,21,20,1,4,6.4
115920,3755,2021,6,22,20,2,0,10.6
115921,3755,2021,7,22,21,1,9,4.6
115922,3755,2021,8,22,21,1,5,10.0
115923,3755,2021,9,22,20,2,4,2.0
115924,3755,2021,10,21,19,2,1,1.7
115925,3755,2021,11,22,20,2,3,10.6
115926,3755,2021,12,23,23,0,5,6.5
115927,3755,2022,1,21,20,1,9,2.5
115928,3755,2022,2,20,20,0,0,6.1
115929,3755,2022,3,23,21,2,0,9.4
115930,3755,2022,4,21,20,1,10,0.2
115931,3755,2022,5,22,20,2,2,9.7
115932,3755,2022,6,22,20,2,0,4.9
115933,3755,2022,7,21,21,0,4,1.6
115934,3755,2022,8,23,22,1,8,0.9
115935,3755,2022,9,22,20,2,0,10.0
115936,3755,2022,10,21,19,2,10,2.3
115937,3755,2022,11,22,20,2,3,1.9
115938,3755,2022,12,22,22,0,4,1.2
115939,3755,2023,1,22,22,0,6,3.2
115940,3755,2023,2,20,20,0,0,8.1
115941,3755,2023,3,23,21,2,9,8.1
115942,3755,2023,4,20,18,2,4,2.5
115943,3755,2023,5,23,21,2,3,11.9
115944,3755,2023,6,22,22,0,0,2.7
115945,3755,2023,7,21,21,0,1,6.7
115946,3755,2023,8,23,22,1,1,7.6
115947,3755,2023,9,21,20,1,9,4.2
115948,3755,2023,10,22,20,2,8,11.4
115949,3755,2023,11,22,21,1,5,1.9
115950,3755,2023,12,21,20,1,5,8.7
115951,3755,2024,1,23,23,0,9,7.7
115952,3755,2024,2,21,21,0,9,3.3
115953,3755,2024,3,21,21,0,9,6.5
115954,3755,2024,4,22,20,2,4,11.1
115955,3755,2024,5,23,22,1,10,1.6
115956,3755,2024,6,20,19,1,9,10.1
115957,3755,2024,7,23,22,1,4,10.7
115958,3755,2024,8,22,22,0,9,11.0
115959,3755,2024,9,21,20,1,10,5.0
115960,3755,2024,10,23,23,0,2,6.1
115961,3755,2024,11,21,21,0,6,5.1
115962,3755,2024,12,22,21,1,8,0.8
115963,3756,2023,2,20,19,1,9,3.5
115964,3756,2023,3,23,22,1,3,4.2
115965,3756,2023,4,20,18,2,4,2.0
115966,3756,2023,5,23,21,2,10,9.5
115967,3756,2023,6,22,22,0,6,9.4
115968,3756,2023,7,21,20,1,0,0.8
115969,3756,2023,8,23,21,2,6,4.4
115970,3756,2023,9,21,21,0,0,6.9
115971,3756,2023,10,22,20,2,0,9.4
115972,3756,2023,11,22,22,0,10,9.9
115973,3756,2023,12,21,21,0,5,4.4
115974,3756,2024,1,23,21,2,5,0.1
115975,3756,2024,2,21,21,0,1,1.2
115976,3756,2024,3,21,21,0,4,9.9
115977,3756,2024,4,22,20,2,4,6.9
115978,3756,2024,5,23,23,0,1,7.3
115979,3756,2024,6,20,20,0,5,1.8
115980,3756,2024,7,23,21,2,7,4.8
115981,3756,2024,8,22,22,0,5,8.6
115982,3756,2024,9,21,21,0,8,0.9
115983,3756,2024,10,23,21,2,5,2.1
115984,3756,2024,11,21,20,1,3,9.0
115985,3756,2024,12,22,20,2,7,1.9
115986,3757,2020,1,23,23,0,3,5.1
115987,3757,2020,2,20,18,2,9,11.9
115988,3757,2020,3,22,22,0,9,3.5
115989,3757,2020,4,22,20,2,1,5.6
115990,3757,2020,5,21,20,1,4,9.0
115991,3757,2020,6,22,20,2,10,4.3
115992,3757,2020,7,23,21,2,7,10.9
115993,3757,2020,8,21,20,1,5,0.5
115994,3757,2020,9,22,21,1,10,10.9
115995,3757,2020,10,22,21,1,2,11.9
115996,3757,2020,11,21,20,1,0,4.3
115997,3757,2020,12,23,21,2,6,3.9
115998,3757,2021,1,21,19,2,6,0.2
115999,3757,2021,2,20,20,0,1,8.1
116000,3757,2021,3,23,21,2,7,1.0
116001,3757,2021,4,22,21,1,0,11.5
116002,3757,2021,5,21,21,0,8,8.2
116003,3757,2021,6,22,21,1,7,6.9
116004,3757,2021,7,22,20,2,7,4.9
116005,3757,2021,8,22,21,1,2,4.1
116006,3757,2021,9,22,22,0,2,11.3
116007,3757,2021,10,21,19,2,9,1.9
116008,3757,2021,11,22,21,1,10,4.4
116009,3757,2021,12,23,21,2,6,10.2
116010,3757,2022,1,21,21,0,5,1.1
116011,3757,2022,2,20,18,2,10,4.0
116012,3757,2022,3,23,21,2,6,0.8
116013,3757,2022,4,21,21,0,3,5.8
116014,3757,2022,5,22,22,0,9,6.1
116015,3757,2022,6,22,20,2,7,0.6
116016,3757,2022,7,21,19,2,0,7.4
116017,3757,2022,8,23,21,2,7,4.7
116018,3757,2022,9,22,20,2,10,3.1
116019,3757,2022,10,21,20,1,5,11.4
116020,3757,2022,11,22,21,1,3,1.8
116021,3757,2022,12,22,21,1,4,2.2
116022,3758,2022,10,21,19,2,5,5.6
116023,3758,2022,11,22,22,0,9,7.4
116024,3758,2022,12,22,22,0,1,11.2
116025,3758,2023,1,22,20,2,9,9.8
116026,3758,2023,2,20,18,2,0,9.0
116027,3758,2023,3,23,23,0,4,10.0
116028,3758,2023,4,20,18,2,9,10.7
116029,3758,2023,5,23,22,1,10,10.7
116030,3758,2023,6,22,20,2,9,6.5
116031,3758,2023,7,21,19,2,9,2.9
116032,3758,2023,8,23,21,2,4,7.5
116033,3758,2023,9,21,19,2,10,10.5
116034,3758,2023,10,22,22,0,10,1.2
116035,3758,2023,11,22,22,0,0,6.0
116036,3758,2023,12,21,21,0,9,6.8
116037,3758,2024,1,23,22,1,4,5.1
116038,3758,2024,2,21,20,1,3,11.6
116039,3758,2024,3,21,19,2,6,6.4
116040,3758,2024,4,22,22,0,10,5.2
116041,3758,2024,5,23,23,0,6,2.7
116042,3758,2024,6,20,18,2,7,2.6
116043,3758,2024,7,23,23,0,1,8.4
116044,3758,2024,8,22,21,1,6,6.1
116045,3758,2024,9,21,20,1,10,6.4
116046,3758,2024,10,23,22,1,7,4.5
116047,3758,2024,11,21,21,0,1,6.9
116048,3758,2024,12,22,22,0,10,4.3
116049,3759,2020,1,23,21,2,1,0.0
116050,3759,2020,2,20,19,1,3,3.0
116051,3759,2020,3,22,22,0,1,3.2
116052,3759,2020,4,22,20,2,8,9.3
116053,3759,2020,5,21,19,2,4,8.0
116054,3759,2020,6,22,22,0,4,7.2
116055,3759,2020,7,23,23,0,5,8.9
116056,3759,2020,8,21,21,0,10,6.3
116057,3759,2020,9,22,20,2,4,2.3
116058,3759,2020,10,22,21,1,10,10.7
116059,3759,2020,11,21,19,2,9,8.8
116060,3759,2020,12,23,21,2,0,3.4
116061,3759,2021,1,21,19,2,4,9.8
116062,3759,2021,2,20,18,2,1,8.3
116063,3759,2021,3,23,21,2,5,2.7
116064,3759,2021,4,22,21,1,9,0.5
116065,3759,2021,5,21,20,1,7,8.6
116066,3759,2021,6,22,21,1,8,11.5
116067,3759,2021,7,22,20,2,3,11.2
116068,3759,2021,8,22,21,1,7,7.6
116069,3759,2021,9,22,21,1,8,10.4
116070,3759,2021,10,21,21,0,9,3.4
116071,3759,2021,11,22,20,2,1,0.8
116072,3759,2021,12,23,23,0,5,1.3
116073,3759,2022,1,21,20,1,7,8.9
116074,3759,2022,2,20,19,1,7,5.2
116075,3759,2022,3,23,23,0,8,3.8
116076,3759,2022,4,21,21,0,8,0.9
116077,3759,2022,5,22,22,0,3,1.7
116078,3759,2022,6,22,21,1,4,6.9
116079,3759,2022,7,21,21,0,10,7.8
116080,3759,2022,8,23,22,1,5,0.8
116081,3759,2022,9,22,22,0,1,8.9
116082,3759,2022,10,21,21,0,10,2.3
116083,3759,2022,11,22,22,0,5,2.0
116084,3759,2022,12,22,20,2,8,4.3
116085,3759,2023,1,22,21,1,1,2.8
116086,3759,2023,2,20,20,0,1,2.0
116087,3759,2023,3,23,22,1,10,3.3
116088,3759,2023,4,20,18,2,3,4.5
116089,3759,2023,5,23,23,0,1,8.3
116090,3759,2023,6,22,22,0,3,3.6
116091,3759,2023,7,21,21,0,1,8.2
116092,3759,2023,8,23,22,1,0,10.1
116093,3759,2023,9,21,21,0,1,0.4
116094,3759,2023,10,22,20,2,10,1.1
116095,3759,2023,11,22,21,1,9,2.8
116096,3759,2023,12,21,20,1,5,6.0
116097,3759,2024,1,23,23,0,1,4.8
116098,3759,2024,2,21,19,2,5,8.3
116099,3759,2024,3,21,19,2,5,1.9
116100,3759,2024,4,22,20,2,9,6.2
116101,3759,2024,5,23,21,2,8,6.0
116102,3759,2024,6,20,20,0,0,4.9
116103,3759,2024,7,23,23,0,10,2.8
116104,3759,2024,8,22,21,1,4,5.7
116105,3759,2024,9,21,20,1,0,6.0
116106,3759,2024,10,23,23,0,8,2.8
116107,3759,2024,11,21,19,2,9,1.5
116108,3759,2024,12,22,22,0,10,8.1
116109,3760,2022,5,22,22,0,9,4.4
116110,3760,2022,6,22,21,1,8,2.8
116111,3760,2022,7,21,20,1,3,6.4
116112,3760,2022,8,23,22,1,4,0.4
116113,3760,2022,9,22,20,2,9,2.8
116114,3760,2022,10,21,21,0,8,0.5
116115,3760,2022,11,22,21,1,9,1.0
116116,3760,2022,12,22,20,2,2,8.6
116117,3760,2023,1,22,20,2,2,10.0
116118,3760,2023,2,20,19,1,8,3.4
116119,3760,2023,3,23,21,2,9,5.9
116120,3760,2023,4,20,20,0,8,2.2
116121,3760,2023,5,23,21,2,0,8.5
116122,3760,2023,6,22,21,1,6,0.4
116123,3760,2023,7,21,21,0,3,6.3
116124,3760,2023,8,23,22,1,7,9.6
116125,3760,2023,9,21,20,1,0,3.5
116126,3760,2023,10,22,20,2,5,2.0
116127,3760,2023,11,22,21,1,9,7.3
116128,3760,2023,12,21,20,1,3,2.1
116129,3760,2024,1,23,23,0,2,0.9
116130,3760,2024,2,21,19,2,0,11.0
116131,3760,2024,3,21,21,0,0,5.2
116132,3760,2024,4,22,20,2,8,8.9
116133,3760,2024,5,23,23,0,8,4.1
116134,3760,2024,6,20,20,0,7,11.5
116135,3760,2024,7,23,23,0,4,4.3
116136,3760,2024,8,22,21,1,1,0.6
116137,3760,2024,9,21,20,1,0,1.4
116138,3760,2024,10,23,22,1,5,10.0
116139,3760,2024,11,21,21,0,0,5.2
116140,3760,2024,12,22,22,0,8,3.0
116141,3761,2020,1,23,21,2,2,2.1
116142,3761,2020,2,20,18,2,10,1.3
116143,3761,2020,3,22,21,1,5,10.6
116144,3761,2020,4,22,20,2,3,0.3
116145,3761,2020,5,21,20,1,0,5.1
116146,3761,2020,6,22,20,2,9,9.3
116147,3761,2020,7,23,23,0,0,1.0
116148,3761,2020,8,21,19,2,1,1.5
116149,3761,2020,9,22,21,1,0,6.7
116150,3761,2020,10,22,21,1,2,2.7
116151,3761,2020,11,21,19,2,5,5.1
116152,3761,2020,12,23,22,1,2,0.1
116153,3761,2021,1,21,21,0,7,2.3
116154,3761,2021,2,20,18,2,7,2.5
116155,3761,2021,3,23,21,2,0,2.8
116156,3761,2021,4,22,21,1,3,11.0
116157,3761,2021,5,21,19,2,2,1.4
116158,3761,2021,6,22,22,0,8,7.5
116159,3761,2021,7,22,20,2,6,10.8
116160,3761,2021,8,22,22,0,5,10.7
116161,3761,2021,9,22,22,0,10,3.7
116162,3761,2021,10,21,21,0,0,10.0
116163,3761,2021,11,22,22,0,8,4.2
116164,3761,2021,12,23,21,2,0,2.3
116165,3761,2022,1,21,20,1,7,2.1
116166,3761,2022,2,20,20,0,3,9.3
116167,3761,2022,3,23,21,2,7,1.1
116168,3761,2022,4,21,20,1,9,10.6
116169,3761,2022,5,22,21,1,1,0.3
116170,3761,2022,6,22,21,1,1,7.9
116171,3761,2022,7,21,19,2,10,9.2
116172,3761,2022,8,23,23,0,0,5.1
116173,3761,2022,9,22,20,2,5,2.3
116174,3761,2022,10,21,19,2,9,1.7
116175,3761,2022,11,22,20,2,6,6.3
116176,3761,2022,12,22,20,2,5,6.8
116177,3761,2023,1,22,22,0,10,10.7
116178,3761,2023,2,20,20,0,2,4.1
116179,3761,2023,3,23,22,1,3,10.0
116180,3761,2023,4,20,20,0,10,6.0
116181,3761,2023,5,23,21,2,0,2.2
116182,3761,2023,6,22,20,2,3,10.6
116183,3761,2023,7,21,19,2,1,6.8
116184,3761,2023,8,23,23,0,7,4.6
116185,3761,2023,9,21,21,0,1,5.7
116186,3761,2023,10,22,20,2,3,4.4
116187,3761,2023,11,22,20,2,0,11.7
116188,3761,2023,12,21,21,0,3,9.0
116189,3761,2024,1,23,21,2,10,11.5
116190,3761,2024,2,21,21,0,3,11.9
116191,3761,2024,3,21,19,2,0,2.9
116192,3761,2024,4,22,20,2,7,8.3
116193,3761,2024,5,23,22,1,9,1.7
116194,3761,2024,6,20,18,2,6,5.3
116195,3761,2024,7,23,22,1,10,3.4
116196,3761,2024,8,22,21,1,1,7.0
116197,3761,2024,9,21,21,0,5,8.3
116198,3761,2024,10,23,22,1,10,5.6
116199,3761,2024,11,21,19,2,7,6.6
116200,3761,2024,12,22,22,0,1,1.5
116201,3762,2021,12,23,21,2,4,0.1
116202,3762,2022,1,21,19,2,0,5.8
116203,3762,2022,2,20,20,0,2,9.7
116204,3762,2022,3,23,23,0,9,3.0
116205,3762,2022,4,21,20,1,0,1.3
116206,3762,2022,5,22,21,1,0,2.9
116207,3762,2022,6,22,22,0,9,7.7
116208,3762,2022,7,21,19,2,10,9.5
116209,3762,2022,8,23,23,0,0,10.5
116210,3762,2022,9,22,20,2,2,4.7
116211,3762,2022,10,21,19,2,6,7.7
116212,3762,2022,11,22,22,0,9,11.1
116213,3762,2022,12,22,20,2,10,11.7
116214,3762,2023,1,22,20,2,10,6.0
116215,3762,2023,2,20,19,1,5,5.5
116216,3762,2023,3,23,22,1,3,4.5
116217,3762,2023,4,20,18,2,2,5.3
116218,3762,2023,5,23,21,2,5,1.9
116219,3762,2023,6,22,20,2,9,6.7
116220,3762,2023,7,21,20,1,10,8.0
116221,3762,2023,8,23,23,0,1,0.4
116222,3762,2023,9,21,21,0,7,6.7
116223,3762,2023,10,22,21,1,10,10.2
116224,3762,2023,11,22,20,2,9,6.2
116225,3762,2023,12,21,19,2,10,8.5
116226,3762,2024,1,23,22,1,9,11.7
116227,3762,2024,2,21,21,0,2,11.1
116228,3762,2024,3,21,21,0,2,7.1
116229,3762,2024,4,22,20,2,4,6.8
116230,3762,2024,5,23,21,2,0,0.8
116231,3762,2024,6,20,20,0,0,1.3
116232,3762,2024,7,23,22,1,8,1.1
116233,3762,2024,8,22,22,0,3,8.8
116234,3762,2024,9,21,19,2,2,10.6
116235,3762,2024,10,23,22,1,5,1.7
116236,3762,2024,11,21,20,1,10,5.5
116237,3762,2024,12,22,20,2,3,3.2
116238,3763,2023,6,22,20,2,3,7.9
116239,3763,2023,7,21,19,2,8,0.1
116240,3763,2023,8,23,23,0,1,3.8
116241,3763,2023,9,21,20,1,10,7.0
116242,3763,2023,10,22,21,1,8,4.8
116243,3763,2023,11,22,21,1,9,10.1
116244,3763,2023,12,21,21,0,10,0.5
116245,3763,2024,1,23,23,0,8,3.9
116246,3763,2024,2,21,20,1,5,8.3
116247,3763,2024,3,21,21,0,7,11.4
116248,3763,2024,4,22,20,2,8,7.1
116249,3763,2024,5,23,23,0,0,10.9
116250,3764,2020,1,23,23,0,7,4.6
116251,3764,2020,2,20,19,1,9,9.7
116252,3764,2020,3,22,20,2,0,11.6
116253,3764,2020,4,22,20,2,2,11.7
116254,3764,2020,5,21,19,2,6,2.3
116255,3764,2020,6,22,22,0,9,3.7
116256,3764,2020,7,23,23,0,6,9.0
116257,3764,2020,8,21,19,2,0,4.6
116258,3764,2020,9,22,21,1,7,4.7
116259,3764,2020,10,22,22,0,4,1.2
116260,3764,2020,11,21,19,2,4,4.3
116261,3764,2020,12,23,23,0,1,1.2
116262,3764,2021,1,21,20,1,9,7.9
116263,3764,2021,2,20,19,1,0,5.0
116264,3764,2021,3,23,21,2,8,7.6
116265,3764,2021,4,22,20,2,10,9.8
116266,3764,2021,5,21,20,1,7,3.3
116267,3764,2021,6,22,21,1,10,6.6
116268,3764,2021,7,22,22,0,7,8.0
116269,3764,2021,8,22,20,2,3,7.2
116270,3764,2021,9,22,21,1,9,9.5
116271,3764,2021,10,21,19,2,1,9.3
116272,3764,2021,11,22,20,2,7,2.7
116273,3764,2021,12,23,21,2,10,10.7
116274,3764,2022,1,21,21,0,6,4.9
116275,3764,2022,2,20,19,1,8,7.8
116276,3764,2022,3,23,21,2,9,2.3
116277,3764,2022,4,21,19,2,10,6.4
116278,3764,2022,5,22,21,1,0,4.9
116279,3764,2022,6,22,20,2,3,10.7
116280,3764,2022,7,21,19,2,10,6.7
116281,3764,2022,8,23,21,2,5,4.8
116282,3764,2022,9,22,20,2,10,7.9
116283,3764,2022,10,21,21,0,1,3.7
116284,3764,2022,11,22,22,0,4,1.8
116285,3764,2022,12,22,22,0,7,9.3
116286,3764,2023,1,22,21,1,5,8.0
116287,3764,2023,2,20,19,1,5,8.1
116288,3764,2023,3,23,21,2,9,0.7
116289,3765,2023,4,20,19,1,8,10.0
116290,3765,2023,5,23,21,2,4,8.8
116291,3765,2023,6,22,22,0,6,10.3
116292,3765,2023,7,21,20,1,5,9.9
116293,3765,2023,8,23,23,0,8,7.1
116294,3765,2023,9,21,19,2,10,6.1
116295,3765,2023,10,22,22,0,10,7.0
116296,3765,2023,11,22,22,0,0,0.9
116297,3765,2023,12,21,21,0,9,3.6
116298,3765,2024,1,23,23,0,1,9.3
116299,3765,2024,2,21,19,2,10,7.7
116300,3765,2024,3,21,20,1,5,1.7
116301,3765,2024,4,22,20,2,9,3.6
116302,3765,2024,5,23,22,1,9,0.2
116303,3765,2024,6,20,20,0,8,1.7
116304,3765,2024,7,23,23,0,9,8.2
116305,3765,2024,8,22,21,1,0,6.5
116306,3766,2020,1,23,22,1,6,4.4
116307,3766,2020,2,20,20,0,7,4.9
116308,3766,2020,3,22,20,2,7,4.5
116309,3766,2020,4,22,20,2,1,7.7
116310,3766,2020,5,21,20,1,0,9.4
116311,3766,2020,6,22,22,0,6,6.5
116312,3766,2020,7,23,22,1,7,6.8
116313,3766,2020,8,21,19,2,9,7.5
116314,3766,2020,9,22,22,0,7,3.3
116315,3766,2020,10,22,22,0,2,1.4
116316,3766,2020,11,21,19,2,3,10.0
116317,3766,2020,12,23,21,2,4,5.7
116318,3766,2021,1,21,20,1,6,11.8
116319,3766,2021,2,20,19,1,6,3.7
116320,3766,2021,3,23,22,1,7,11.7
116321,3766,2021,4,22,21,1,0,6.2
116322,3766,2021,5,21,21,0,7,2.2
116323,3766,2021,6,22,22,0,6,4.2
116324,3766,2021,7,22,22,0,10,6.6
116325,3766,2021,8,22,21,1,1,8.7
116326,3766,2021,9,22,21,1,7,1.8
116327,3766,2021,10,21,20,1,9,4.9
116328,3766,2021,11,22,20,2,5,2.4
116329,3766,2021,12,23,22,1,3,6.7
116330,3766,2022,1,21,20,1,3,3.7
116331,3766,2022,2,20,20,0,8,9.1
116332,3766,2022,3,23,23,0,7,9.0
116333,3766,2022,4,21,21,0,5,1.8
116334,3766,2022,5,22,22,0,9,9.5
116335,3766,2022,6,22,22,0,7,3.3
116336,3766,2022,7,21,20,1,9,6.6
116337,3766,2022,8,23,22,1,2,0.6
116338,3766,2022,9,22,21,1,10,3.2
116339,3766,2022,10,21,19,2,8,3.6
116340,3766,2022,11,22,22,0,2,8.6
116341,3766,2022,12,22,21,1,9,9.2
116342,3766,2023,1,22,22,0,1,1.6
116343,3766,2023,2,20,18,2,9,2.3
116344,3766,2023,3,23,22,1,10,10.9
116345,3766,2023,4,20,19,1,9,10.1
116346,3766,2023,5,23,21,2,2,0.7
116347,3766,2023,6,22,22,0,10,5.0
116348,3766,2023,7,21,21,0,3,2.7
116349,3766,2023,8,23,23,0,3,7.9
116350,3766,2023,9,21,21,0,5,5.5
116351,3766,2023,10,22,21,1,8,5.0
116352,3766,2023,11,22,21,1,9,6.0
116353,3766,2023,12,21,20,1,8,3.4
116354,3766,2024,1,23,21,2,1,3.9
116355,3766,2024,2,21,20,1,2,7.9
116356,3766,2024,3,21,20,1,4,8.5
116357,3766,2024,4,22,22,0,5,3.5
116358,3766,2024,5,23,22,1,5,7.5
116359,3766,2024,6,20,20,0,1,7.1
116360,3766,2024,7,23,23,0,5,11.9
116361,3766,2024,8,22,20,2,1,7.3
116362,3766,2024,9,21,21,0,7,0.3
116363,3766,2024,10,23,21,2,4,3.7
116364,3766,2024,11,21,21,0,3,10.2
116365,3766,2024,12,22,22,0,5,3.9
116366,3767,2023,1,22,22,0,2,7.8
116367,3767,2023,2,20,20,0,0,9.6
116368,3767,2023,3,23,23,0,4,8.0
116369,3767,2023,4,20,18,2,5,7.2
116370,3767,2023,5,23,23,0,0,0.1
116371,3767,2023,6,22,21,1,10,0.2
116372,3767,2023,7,21,20,1,7,3.0
116373,3767,2023,8,23,21,2,5,9.2
116374,3767,2023,9,21,19,2,6,1.4
116375,3767,2023,10,22,20,2,4,5.5
116376,3767,2023,11,22,22,0,7,6.4
116377,3767,2023,12,21,19,2,2,11.2
116378,3767,2024,1,23,23,0,0,10.2
116379,3767,2024,2,21,20,1,3,11.9
116380,3767,2024,3,21,19,2,1,0.6
116381,3767,2024,4,22,22,0,8,6.9
116382,3767,2024,5,23,22,1,3,6.6
116383,3767,2024,6,20,20,0,9,3.0
116384,3767,2024,7,23,21,2,8,11.3
116385,3767,2024,8,22,20,2,3,10.5
116386,3767,2024,9,21,19,2,2,9.3
116387,3767,2024,10,23,22,1,2,8.0
116388,3767,2024,11,21,20,1,2,1.1
116389,3767,2024,12,22,22,0,3,11.4
116390,3768,2020,3,22,20,2,0,10.9
116391,3768,2020,4,22,22,0,6,8.4
116392,3768,2020,5,21,19,2,4,1.5
116393,3768,2020,6,22,22,0,5,3.1
116394,3768,2020,7,23,21,2,5,11.2
116395,3768,2020,8,21,21,0,1,8.6
116396,3768,2020,9,22,21,1,2,2.5
116397,3768,2020,10,22,20,2,0,0.8
116398,3768,2020,11,21,19,2,10,6.4
116399,3768,2020,12,23,23,0,9,1.8
116400,3768,2021,1,21,21,0,0,3.5
116401,3768,2021,2,20,19,1,8,6.9
116402,3768,2021,3,23,22,1,10,3.1
